Year,Country_Name,Nombre_País,Cod_Na_UIS,Sex,Sexo,Age,Value
1995,Mexico,México,MX,Both sexes combined,Ambos sexos combinados,5-9,53675
2000,Mexico,México,MX,Both sexes combined,Ambos sexos combinados,5-9,106793
2005,Mexico,México,MX,Both sexes combined,Ambos sexos combinados,5-9,107919
2010,Mexico,México,MX,Both sexes combined,Ambos sexos combinados,5-9,218489
2015,Mexico,México,MX,Both sexes combined,Ambos sexos combinados,5-9,211442
2020,Mexico,México,MX,Both sexes combined,Ambos sexos combinados,5-9,242018
1990,Argentina,Argentina,AR,Both sexes combined,Ambos sexos combinados,5-9,30145
1995,Argentina,Argentina,AR,Both sexes combined,Ambos sexos combinados,5-9,24645
2000,Argentina,Argentina,AR,Both sexes combined,Ambos sexos combinados,5-9,26992
2005,Argentina,Argentina,AR,Both sexes combined,Ambos sexos combinados,5-9,37384
2010,Argentina,Argentina,AR,Both sexes combined,Ambos sexos combinados,5-9,53702
2015,Argentina,Argentina,AR,Both sexes combined,Ambos sexos combinados,5-9,68528
2020,Argentina,Argentina,AR,Both sexes combined,Ambos sexos combinados,5-9,97465
1990,Brazil,Brasil,BR,Both sexes combined,Ambos sexos combinados,5-9,9414
1995,Brazil,Brasil,BR,Both sexes combined,Ambos sexos combinados,5-9,10985
2000,Brazil,Brasil,BR,Both sexes combined,Ambos sexos combinados,5-9,12557
2005,Brazil,Brasil,BR,Both sexes combined,Ambos sexos combinados,5-9,15742
2010,Brazil,Brasil,BR,Both sexes combined,Ambos sexos combinados,5-9,18929
2015,Brazil,Brasil,BR,Both sexes combined,Ambos sexos combinados,5-9,30237
2020,Brazil,Brasil,BR,Both sexes combined,Ambos sexos combinados,5-9,73464
1990,Chile,Chile,CL,Both sexes combined,Ambos sexos combinados,5-9,10001
1995,Chile,Chile,CL,Both sexes combined,Ambos sexos combinados,5-9,11434
2000,Chile,Chile,CL,Both sexes combined,Ambos sexos combinados,5-9,10301
2005,Chile,Chile,CL,Both sexes combined,Ambos sexos combinados,5-9,12328
2010,Chile,Chile,CL,Both sexes combined,Ambos sexos combinados,5-9,9418
2015,Chile,Chile,CL,Both sexes combined,Ambos sexos combinados,5-9,24969
2020,Chile,Chile,CL,Both sexes combined,Ambos sexos combinados,5-9,68658
1990,Colombia,Colombia,CO,Both sexes combined,Ambos sexos combinados,5-9,18227
1995,Colombia,Colombia,CO,Both sexes combined,Ambos sexos combinados,5-9,15748
2000,Colombia,Colombia,CO,Both sexes combined,Ambos sexos combinados,5-9,13271
2005,Colombia,Colombia,CO,Both sexes combined,Ambos sexos combinados,5-9,9038
2010,Colombia,Colombia,CO,Both sexes combined,Ambos sexos combinados,5-9,12573
2015,Colombia,Colombia,CO,Both sexes combined,Ambos sexos combinados,5-9,17298
2020,Colombia,Colombia,CO,Both sexes combined,Ambos sexos combinados,5-9,220114
1990,Ecuador,Ecuador (el),EC,Both sexes combined,Ambos sexos combinados,5-9,5104
1995,Ecuador,Ecuador (el),EC,Both sexes combined,Ambos sexos combinados,5-9,8697
2000,Ecuador,Ecuador (el),EC,Both sexes combined,Ambos sexos combinados,5-9,12781
2005,Ecuador,Ecuador (el),EC,Both sexes combined,Ambos sexos combinados,5-9,22816
2010,Ecuador,Ecuador (el),EC,Both sexes combined,Ambos sexos combinados,5-9,49316
2015,Ecuador,Ecuador (el),EC,Both sexes combined,Ambos sexos combinados,5-9,44297
2020,Ecuador,Ecuador (el),EC,Both sexes combined,Ambos sexos combinados,5-9,91047
1990,Guyana,Guyana,GY,Both sexes combined,Ambos sexos combinados,5-9,570
1995,Guyana,Guyana,GY,Both sexes combined,Ambos sexos combinados,5-9,640
2000,Guyana,Guyana,GY,Both sexes combined,Ambos sexos combinados,5-9,706
2005,Guyana,Guyana,GY,Both sexes combined,Ambos sexos combinados,5-9,562
2010,Guyana,Guyana,GY,Both sexes combined,Ambos sexos combinados,5-9,203
2015,Guyana,Guyana,GY,Both sexes combined,Ambos sexos combinados,5-9,215
2020,Guyana,Guyana,GY,Both sexes combined,Ambos sexos combinados,5-9,1083
1990,Paraguay,Paraguay,PY,Both sexes combined,Ambos sexos combinados,5-9,16925
1995,Paraguay,Paraguay,PY,Both sexes combined,Ambos sexos combinados,5-9,13686
2000,Paraguay,Paraguay,PY,Both sexes combined,Ambos sexos combinados,5-9,10560
2005,Paraguay,Paraguay,PY,Both sexes combined,Ambos sexos combinados,5-9,8775
2010,Paraguay,Paraguay,PY,Both sexes combined,Ambos sexos combinados,5-9,7211
2015,Paraguay,Paraguay,PY,Both sexes combined,Ambos sexos combinados,5-9,6748
2020,Paraguay,Paraguay,PY,Both sexes combined,Ambos sexos combinados,5-9,6942
1990,Peru,Perú,PE,Both sexes combined,Ambos sexos combinados,5-9,3499
1995,Peru,Perú,PE,Both sexes combined,Ambos sexos combinados,5-9,3907
2000,Peru,Perú,PE,Both sexes combined,Ambos sexos combinados,5-9,3630
2005,Peru,Perú,PE,Both sexes combined,Ambos sexos combinados,5-9,8132
2010,Peru,Perú,PE,Both sexes combined,Ambos sexos combinados,5-9,6577
2015,Peru,Perú,PE,Both sexes combined,Ambos sexos combinados,5-9,6686
2020,Peru,Perú,PE,Both sexes combined,Ambos sexos combinados,5-9,126025
1990,Uruguay,Uruguay,UY,Both sexes combined,Ambos sexos combinados,5-9,3174
1995,Uruguay,Uruguay,UY,Both sexes combined,Ambos sexos combinados,5-9,3022
2000,Uruguay,Uruguay,UY,Both sexes combined,Ambos sexos combinados,5-9,3665
2005,Uruguay,Uruguay,UY,Both sexes combined,Ambos sexos combinados,5-9,3262
2010,Uruguay,Uruguay,UY,Both sexes combined,Ambos sexos combinados,5-9,4147
2015,Uruguay,Uruguay,UY,Both sexes combined,Ambos sexos combinados,5-9,4403
2020,Uruguay,Uruguay,UY,Both sexes combined,Ambos sexos combinados,5-9,8503
1990,Antigua and Barbuda,Antigua y Barbuda,AG,males,Hombres,5-9,355
1995,Antigua and Barbuda,Antigua y Barbuda,AG,males,Hombres,5-9,495
2000,Antigua and Barbuda,Antigua y Barbuda,AG,males,Hombres,5-9,486
2005,Antigua and Barbuda,Antigua y Barbuda,AG,males,Hombres,5-9,568
2010,Antigua and Barbuda,Antigua y Barbuda,AG,males,Hombres,5-9,555
2015,Antigua and Barbuda,Antigua y Barbuda,AG,males,Hombres,5-9,467
2020,Antigua and Barbuda,Antigua y Barbuda,AG,males,Hombres,5-9,168
1990,Cuba,Cuba,CU,males,Hombres,5-9,215
1995,Cuba,Cuba,CU,males,Hombres,5-9,178
2000,Cuba,Cuba,CU,males,Hombres,5-9,151
2005,Cuba,Cuba,CU,males,Hombres,5-9,120
2010,Cuba,Cuba,CU,males,Hombres,5-9,39
2015,Cuba,Cuba,CU,males,Hombres,5-9,34
2020,Cuba,Cuba,CU,males,Hombres,5-9,50
1990,Dominican Republic,República Dominicana,DO,males,Hombres,5-9,19533
1995,Dominican Republic,República Dominicana,DO,males,Hombres,5-9,17701
2000,Dominican Republic,República Dominicana,DO,males,Hombres,5-9,13572
2005,Dominican Republic,República Dominicana,DO,males,Hombres,5-9,9659
2010,Dominican Republic,República Dominicana,DO,males,Hombres,5-9,9033
2015,Dominican Republic,República Dominicana,DO,males,Hombres,5-9,10087
2020,Dominican Republic,República Dominicana,DO,males,Hombres,5-9,9429
1990,Costa Rica,Costa Rica,CR,males,Hombres,5-9,15098
1995,Costa Rica,Costa Rica,CR,males,Hombres,5-9,13153
2000,Costa Rica,Costa Rica,CR,males,Hombres,5-9,11214
2005,Costa Rica,Costa Rica,CR,males,Hombres,5-9,8748
2010,Costa Rica,Costa Rica,CR,males,Hombres,5-9,6410
2015,Costa Rica,Costa Rica,CR,males,Hombres,5-9,3483
2020,Costa Rica,Costa Rica,CR,males,Hombres,5-9,11762
1990,El Salvador,El Salvador,SV,males,Hombres,5-9,4767
1995,El Salvador,El Salvador,SV,males,Hombres,5-9,1972
2000,El Salvador,El Salvador,SV,males,Hombres,5-9,1032
2005,El Salvador,El Salvador,SV,males,Hombres,5-9,1235
2010,El Salvador,El Salvador,SV,males,Hombres,5-9,633
2015,El Salvador,El Salvador,SV,males,Hombres,5-9,738
2020,El Salvador,El Salvador,SV,males,Hombres,5-9,1007
1990,Honduras,Honduras,HN,males,Hombres,5-9,6905
1995,Honduras,Honduras,HN,males,Hombres,5-9,3874
2000,Honduras,Honduras,HN,males,Hombres,5-9,775
2005,Honduras,Honduras,HN,males,Hombres,5-9,668
2010,Honduras,Honduras,HN,males,Hombres,5-9,1171
2015,Honduras,Honduras,HN,males,Hombres,5-9,2389
2020,Honduras,Honduras,HN,males,Hombres,5-9,1910
1990,Mexico,México,MX,males,Hombres,5-9,49856
1995,Mexico,México,MX,males,Hombres,5-9,26847
2000,Mexico,México,MX,males,Hombres,5-9,53680
2005,Mexico,México,MX,males,Hombres,5-9,54453
2010,Mexico,México,MX,males,Hombres,5-9,111007
2015,Mexico,México,MX,males,Hombres,5-9,106558
2020,Mexico,México,MX,males,Hombres,5-9,121876
1990,Argentina,Argentina,AR,males,Hombres,5-9,15370
1995,Argentina,Argentina,AR,males,Hombres,5-9,12439
2000,Argentina,Argentina,AR,males,Hombres,5-9,13815
2005,Argentina,Argentina,AR,males,Hombres,5-9,18997
2010,Argentina,Argentina,AR,males,Hombres,5-9,26992
2015,Argentina,Argentina,AR,males,Hombres,5-9,34163
2020,Argentina,Argentina,AR,males,Hombres,5-9,49596
1990,Brazil,Brasil,BR,males,Hombres,5-9,4665
1995,Brazil,Brasil,BR,males,Hombres,5-9,5582
2000,Brazil,Brasil,BR,males,Hombres,5-9,6558
2005,Brazil,Brasil,BR,males,Hombres,5-9,8334
2010,Brazil,Brasil,BR,males,Hombres,5-9,10198
2015,Brazil,Brasil,BR,males,Hombres,5-9,16202
2020,Brazil,Brasil,BR,males,Hombres,5-9,38929
1990,Chile,Chile,CL,males,Hombres,5-9,5078
1995,Chile,Chile,CL,males,Hombres,5-9,5584
2000,Chile,Chile,CL,males,Hombres,5-9,5143
2005,Chile,Chile,CL,males,Hombres,5-9,6134
2010,Chile,Chile,CL,males,Hombres,5-9,4658
2015,Chile,Chile,CL,males,Hombres,5-9,13087
2020,Chile,Chile,CL,males,Hombres,5-9,34018
1990,Colombia,Colombia,CO,males,Hombres,5-9,9088
1995,Colombia,Colombia,CO,males,Hombres,5-9,7877
2000,Colombia,Colombia,CO,males,Hombres,5-9,6660
2005,Colombia,Colombia,CO,males,Hombres,5-9,4567
2010,Colombia,Colombia,CO,males,Hombres,5-9,6538
2015,Colombia,Colombia,CO,males,Hombres,5-9,9235
2020,Colombia,Colombia,CO,males,Hombres,5-9,110588
1990,Ecuador,Ecuador (el),EC,males,Hombres,5-9,2555
1995,Ecuador,Ecuador (el),EC,males,Hombres,5-9,4425
2000,Ecuador,Ecuador (el),EC,males,Hombres,5-9,6539
2005,Ecuador,Ecuador (el),EC,males,Hombres,5-9,11776
2010,Ecuador,Ecuador (el),EC,males,Hombres,5-9,25523
2015,Ecuador,Ecuador (el),EC,males,Hombres,5-9,22990
2020,Ecuador,Ecuador (el),EC,males,Hombres,5-9,46667
1990,Guyana,Guyana,GY,males,Hombres,5-9,281
1995,Guyana,Guyana,GY,males,Hombres,5-9,321
2000,Guyana,Guyana,GY,males,Hombres,5-9,358
2005,Guyana,Guyana,GY,males,Hombres,5-9,282
2010,Guyana,Guyana,GY,males,Hombres,5-9,107
2015,Guyana,Guyana,GY,males,Hombres,5-9,112
2020,Guyana,Guyana,GY,males,Hombres,5-9,452
1990,Paraguay,Paraguay,PY,males,Hombres,5-9,8620
1995,Paraguay,Paraguay,PY,males,Hombres,5-9,7042
2000,Paraguay,Paraguay,PY,males,Hombres,5-9,5471
2005,Paraguay,Paraguay,PY,males,Hombres,5-9,4553
2010,Paraguay,Paraguay,PY,males,Hombres,5-9,3744
2015,Paraguay,Paraguay,PY,males,Hombres,5-9,3505
2020,Paraguay,Paraguay,PY,males,Hombres,5-9,3628
1990,Peru,Perú,PE,males,Hombres,5-9,1812
1995,Peru,Perú,PE,males,Hombres,5-9,1994
2000,Peru,Perú,PE,males,Hombres,5-9,1680
2005,Peru,Perú,PE,males,Hombres,5-9,4182
2010,Peru,Perú,PE,males,Hombres,5-9,3470
2015,Peru,Perú,PE,males,Hombres,5-9,3315
2020,Peru,Perú,PE,males,Hombres,5-9,64821
1990,Uruguay,Uruguay,UY,males,Hombres,5-9,1623
1995,Uruguay,Uruguay,UY,males,Hombres,5-9,1604
2000,Uruguay,Uruguay,UY,males,Hombres,5-9,1934
2005,Uruguay,Uruguay,UY,males,Hombres,5-9,1708
2010,Uruguay,Uruguay,UY,males,Hombres,5-9,2134
2015,Uruguay,Uruguay,UY,males,Hombres,5-9,2254
2020,Uruguay,Uruguay,UY,males,Hombres,5-9,4354
1990,Antigua and Barbuda,Antigua y Barbuda,AG,females,Mujeres,5-9,409
1995,Antigua and Barbuda,Antigua y Barbuda,AG,females,Mujeres,5-9,625
2000,Antigua and Barbuda,Antigua y Barbuda,AG,females,Mujeres,5-9,644
2005,Antigua and Barbuda,Antigua y Barbuda,AG,females,Mujeres,5-9,642
2010,Antigua and Barbuda,Antigua y Barbuda,AG,females,Mujeres,5-9,535
2015,Antigua and Barbuda,Antigua y Barbuda,AG,females,Mujeres,5-9,447
2020,Antigua and Barbuda,Antigua y Barbuda,AG,females,Mujeres,5-9,157
1990,Cuba,Cuba,CU,females,Mujeres,5-9,221
1995,Cuba,Cuba,CU,females,Mujeres,5-9,175
2000,Cuba,Cuba,CU,females,Mujeres,5-9,137
2005,Cuba,Cuba,CU,females,Mujeres,5-9,113
2010,Cuba,Cuba,CU,females,Mujeres,5-9,38
2015,Cuba,Cuba,CU,females,Mujeres,5-9,33
2020,Cuba,Cuba,CU,females,Mujeres,5-9,49
1990,Dominican Republic,República Dominicana,DO,females,Mujeres,5-9,12063
1995,Dominican Republic,República Dominicana,DO,females,Mujeres,5-9,11400
2000,Dominican Republic,República Dominicana,DO,females,Mujeres,5-9,9046
2005,Dominican Republic,República Dominicana,DO,females,Mujeres,5-9,7821
2010,Dominican Republic,República Dominicana,DO,females,Mujeres,5-9,8638
2015,Dominican Republic,República Dominicana,DO,females,Mujeres,5-9,9404
2020,Dominican Republic,República Dominicana,DO,females,Mujeres,5-9,9655
1990,Costa Rica,Costa Rica,CR,females,Mujeres,5-9,14296
1995,Costa Rica,Costa Rica,CR,females,Mujeres,5-9,12527
2000,Costa Rica,Costa Rica,CR,females,Mujeres,5-9,10734
2005,Costa Rica,Costa Rica,CR,females,Mujeres,5-9,8767
2010,Costa Rica,Costa Rica,CR,females,Mujeres,5-9,6652
2015,Costa Rica,Costa Rica,CR,females,Mujeres,5-9,3659
2020,Costa Rica,Costa Rica,CR,females,Mujeres,5-9,9143
1990,El Salvador,El Salvador,SV,females,Mujeres,5-9,4426
1995,El Salvador,El Salvador,SV,females,Mujeres,5-9,1768
2000,El Salvador,El Salvador,SV,females,Mujeres,5-9,905
2005,El Salvador,El Salvador,SV,females,Mujeres,5-9,1073
2010,El Salvador,El Salvador,SV,females,Mujeres,5-9,536
2015,El Salvador,El Salvador,SV,females,Mujeres,5-9,620
2020,El Salvador,El Salvador,SV,females,Mujeres,5-9,852
1990,Honduras,Honduras,HN,females,Mujeres,5-9,8756
1995,Honduras,Honduras,HN,females,Mujeres,5-9,4928
2000,Honduras,Honduras,HN,females,Mujeres,5-9,1046
2005,Honduras,Honduras,HN,females,Mujeres,5-9,738
2010,Honduras,Honduras,HN,females,Mujeres,5-9,1055
2015,Honduras,Honduras,HN,females,Mujeres,5-9,2142
2020,Honduras,Honduras,HN,females,Mujeres,5-9,1723
1990,Mexico,México,MX,females,Mujeres,5-9,49916
1995,Mexico,México,MX,females,Mujeres,5-9,26828
2000,Mexico,México,MX,females,Mujeres,5-9,53113
2005,Mexico,México,MX,females,Mujeres,5-9,53466
2010,Mexico,México,MX,females,Mujeres,5-9,107482
2015,Mexico,México,MX,females,Mujeres,5-9,104884
2020,Mexico,México,MX,females,Mujeres,5-9,120142
1990,Argentina,Argentina,AR,females,Mujeres,5-9,14775
1995,Argentina,Argentina,AR,females,Mujeres,5-9,12206
2000,Argentina,Argentina,AR,females,Mujeres,5-9,13177
2005,Argentina,Argentina,AR,females,Mujeres,5-9,18387
2010,Argentina,Argentina,AR,females,Mujeres,5-9,26710
2015,Argentina,Argentina,AR,females,Mujeres,5-9,34365
2020,Argentina,Argentina,AR,females,Mujeres,5-9,47869
1990,Brazil,Brasil,BR,females,Mujeres,5-9,4749
1995,Brazil,Brasil,BR,females,Mujeres,5-9,5403
2000,Brazil,Brasil,BR,females,Mujeres,5-9,5999
2005,Brazil,Brasil,BR,females,Mujeres,5-9,7408
2010,Brazil,Brasil,BR,females,Mujeres,5-9,8731
2015,Brazil,Brasil,BR,females,Mujeres,5-9,14035
2020,Brazil,Brasil,BR,females,Mujeres,5-9,34535
1990,Chile,Chile,CL,females,Mujeres,5-9,4923
1995,Chile,Chile,CL,females,Mujeres,5-9,5850
2000,Chile,Chile,CL,females,Mujeres,5-9,5158
2005,Chile,Chile,CL,females,Mujeres,5-9,6194
2010,Chile,Chile,CL,females,Mujeres,5-9,4760
2015,Chile,Chile,CL,females,Mujeres,5-9,11882
2020,Chile,Chile,CL,females,Mujeres,5-9,34640
1990,Colombia,Colombia,CO,females,Mujeres,5-9,9139
1995,Colombia,Colombia,CO,females,Mujeres,5-9,7871
2000,Colombia,Colombia,CO,females,Mujeres,5-9,6611
2005,Colombia,Colombia,CO,females,Mujeres,5-9,4471
2010,Colombia,Colombia,CO,females,Mujeres,5-9,6035
2015,Colombia,Colombia,CO,females,Mujeres,5-9,8063
2020,Colombia,Colombia,CO,females,Mujeres,5-9,109526
1990,Ecuador,Ecuador (el),EC,females,Mujeres,5-9,2549
1995,Ecuador,Ecuador (el),EC,females,Mujeres,5-9,4272
2000,Ecuador,Ecuador (el),EC,females,Mujeres,5-9,6242
2005,Ecuador,Ecuador (el),EC,females,Mujeres,5-9,11040
2010,Ecuador,Ecuador (el),EC,females,Mujeres,5-9,23793
2015,Ecuador,Ecuador (el),EC,females,Mujeres,5-9,21307
2020,Ecuador,Ecuador (el),EC,females,Mujeres,5-9,44380
1990,Guyana,Guyana,GY,females,Mujeres,5-9,289
1995,Guyana,Guyana,GY,females,Mujeres,5-9,319
2000,Guyana,Guyana,GY,females,Mujeres,5-9,348
2005,Guyana,Guyana,GY,females,Mujeres,5-9,280
2010,Guyana,Guyana,GY,females,Mujeres,5-9,96
2015,Guyana,Guyana,GY,females,Mujeres,5-9,103
2020,Guyana,Guyana,GY,females,Mujeres,5-9,631
1990,Paraguay,Paraguay,PY,females,Mujeres,5-9,8305
1995,Paraguay,Paraguay,PY,females,Mujeres,5-9,6644
2000,Paraguay,Paraguay,PY,females,Mujeres,5-9,5089
2005,Paraguay,Paraguay,PY,females,Mujeres,5-9,4222
2010,Paraguay,Paraguay,PY,females,Mujeres,5-9,3467
2015,Paraguay,Paraguay,PY,females,Mujeres,5-9,3243
2020,Paraguay,Paraguay,PY,females,Mujeres,5-9,3314
1990,Peru,Perú,PE,females,Mujeres,5-9,1687
1995,Peru,Perú,PE,females,Mujeres,5-9,1913
2000,Peru,Perú,PE,females,Mujeres,5-9,1950
2005,Peru,Perú,PE,females,Mujeres,5-9,3950
2010,Peru,Perú,PE,females,Mujeres,5-9,3107
2015,Peru,Perú,PE,females,Mujeres,5-9,3371
2020,Peru,Perú,PE,females,Mujeres,5-9,61204
1990,Uruguay,Uruguay,UY,females,Mujeres,5-9,1551
1995,Uruguay,Uruguay,UY,females,Mujeres,5-9,1418
2000,Uruguay,Uruguay,UY,females,Mujeres,5-9,1731
2005,Uruguay,Uruguay,UY,females,Mujeres,5-9,1554
2010,Uruguay,Uruguay,UY,females,Mujeres,5-9,2013
2015,Uruguay,Uruguay,UY,females,Mujeres,5-9,2149
2020,Uruguay,Uruguay,UY,females,Mujeres,5-9,4149
1990,Antigua and Barbuda,Antigua y Barbuda,AG,Both sexes combined,Ambos sexos combinados,10-14,556
1995,Antigua and Barbuda,Antigua y Barbuda,AG,Both sexes combined,Ambos sexos combinados,10-14,910
2000,Antigua and Barbuda,Antigua y Barbuda,AG,Both sexes combined,Ambos sexos combinados,10-14,1517
2005,Antigua and Barbuda,Antigua y Barbuda,AG,Both sexes combined,Ambos sexos combinados,10-14,1168
2010,Antigua and Barbuda,Antigua y Barbuda,AG,Both sexes combined,Ambos sexos combinados,10-14,1476
2015,Antigua and Barbuda,Antigua y Barbuda,AG,Both sexes combined,Ambos sexos combinados,10-14,1175
2020,Antigua and Barbuda,Antigua y Barbuda,AG,Both sexes combined,Ambos sexos combinados,10-14,1005
1990,Cuba,Cuba,CU,Both sexes combined,Ambos sexos combinados,10-14,719
1995,Cuba,Cuba,CU,Both sexes combined,Ambos sexos combinados,10-14,651
2000,Cuba,Cuba,CU,Both sexes combined,Ambos sexos combinados,10-14,632
2005,Cuba,Cuba,CU,Both sexes combined,Ambos sexos combinados,10-14,215
2010,Cuba,Cuba,CU,Both sexes combined,Ambos sexos combinados,10-14,110
2015,Cuba,Cuba,CU,Both sexes combined,Ambos sexos combinados,10-14,79
2020,Cuba,Cuba,CU,Both sexes combined,Ambos sexos combinados,10-14,93
1990,Dominican Republic,República Dominicana,DO,Both sexes combined,Ambos sexos combinados,10-14,28662
1995,Dominican Republic,República Dominicana,DO,Both sexes combined,Ambos sexos combinados,10-14,25185
2000,Dominican Republic,República Dominicana,DO,Both sexes combined,Ambos sexos combinados,10-14,22609
2005,Dominican Republic,República Dominicana,DO,Both sexes combined,Ambos sexos combinados,10-14,17251
2010,Dominican Republic,República Dominicana,DO,Both sexes combined,Ambos sexos combinados,10-14,21011
2015,Dominican Republic,República Dominicana,DO,Both sexes combined,Ambos sexos combinados,10-14,17695
2020,Dominican Republic,República Dominicana,DO,Both sexes combined,Ambos sexos combinados,10-14,22657
1990,Costa Rica,Costa Rica,CR,Both sexes combined,Ambos sexos combinados,10-14,32224
1995,Costa Rica,Costa Rica,CR,Both sexes combined,Ambos sexos combinados,10-14,27899
2000,Costa Rica,Costa Rica,CR,Both sexes combined,Ambos sexos combinados,10-14,23667
2005,Costa Rica,Costa Rica,CR,Both sexes combined,Ambos sexos combinados,10-14,22096
2010,Costa Rica,Costa Rica,CR,Both sexes combined,Ambos sexos combinados,10-14,20510
2015,Costa Rica,Costa Rica,CR,Both sexes combined,Ambos sexos combinados,10-14,13856
2020,Costa Rica,Costa Rica,CR,Both sexes combined,Ambos sexos combinados,10-14,21387
1990,El Salvador,El Salvador,SV,Both sexes combined,Ambos sexos combinados,10-14,4974
1995,El Salvador,El Salvador,SV,Both sexes combined,Ambos sexos combinados,10-14,3638
2000,El Salvador,El Salvador,SV,Both sexes combined,Ambos sexos combinados,10-14,2454
2005,El Salvador,El Salvador,SV,Both sexes combined,Ambos sexos combinados,10-14,2960
2010,El Salvador,El Salvador,SV,Both sexes combined,Ambos sexos combinados,10-14,2089
2015,El Salvador,El Salvador,SV,Both sexes combined,Ambos sexos combinados,10-14,1143
2020,El Salvador,El Salvador,SV,Both sexes combined,Ambos sexos combinados,10-14,1546
1990,Honduras,Honduras,HN,Both sexes combined,Ambos sexos combinados,10-14,25292
1995,Honduras,Honduras,HN,Both sexes combined,Ambos sexos combinados,10-14,13940
